"Stkcd","ShortName","Accper","Typrep","Bbd1102101","B001302000","B001301000","B001300000"
"603283","赛腾股份","2018-12-31","A","","6905194.89","","99414142.84"
"603283","赛腾股份","2019-12-31","A","","2276903.30","550800.00","135670216.42"
"603283","赛腾股份","2020-12-31","A","","1025992.99","5392200.00","199419327.89"
"603283","赛腾股份","2021-12-31","A","","6700851.44","-4680153.62","200144597.71"
"603283","赛腾股份","2022-12-31","A","","1942250.17","6797088.62","353331321.82"
"603286","日盈电子","2017-12-31","A","","917835.62","","35128409.42"
"603286","日盈电子","2018-12-31","A","","1065181.81","","24860971.30"
"603286","日盈电子","2019-12-31","A","","1807147.06","","30932215.38"
"603286","日盈电子","2020-12-31","A","","-304932.05","","19510827.48"
"603286","日盈电子","2021-12-31","A","","-3103520.95","","16964790.29"
"603286","日盈电子","2022-12-31","A","","2712686.72","","-18967254.30"
"603288","海天味业","2014-12-31","A","0.00","0.00","0.00","2405116610.28"
"603288","海天味业","2015-12-31","A","0.00","70568046.26","0.00","2989140255.87"
"603288","海天味业","2016-12-31","A","","87079359.19","","3401968571.19"
"603288","海天味业","2017-12-31","A","","143663576.05","","4210824221.85"
"603288","海天味业","2018-12-31","A","","294565763.76","","5241005851.75"
"603288","海天味业","2019-12-31","A","","59691020.82","172686041.08","6379439840.25"
"603288","海天味业","2020-12-31","A","","35803114.96","138909941.49","7643869224.91"
"603288","海天味业","2021-12-31","A","","39427027.52","128204782.84","7820419296.51"
"603288","海天味业","2022-12-31","A","","13111715.72","121260041.63","7352280924.22"
"603289","泰瑞机器","2017-12-31","A","","1237455.49","","96226547.36"
"603289","泰瑞机器","2018-12-31","A","","3121044.43","-957000.00","119161342.35"
"603289","泰瑞机器","2019-12-31","A","","2530574.42","957000.00","134022638.84"
"603289","泰瑞机器","2020-12-31","A","","4798948.93","","99947235.12"
"603289","泰瑞机器","2021-12-31","A","","18316392.10","512794.50","161176268.93"
"603289","泰瑞机器","2022-12-31","A","","10516795.12","-26473752.48","112012177.74"
"603290","斯达半导","2019-12-31","A","","295854.33","60423.61","144856581.16"
"603290","斯达半导","2020-12-31","A","","5612478.26","962545.47","204782550.80"
"603290","斯达半导","2021-12-31","A","","3522391.99","1060570.05","450687335.20"
"603290","斯达半导","2022-12-31","A","","11599738.43","7792194.37","927314294.85"
"603297","永新光学","2018-12-31","A","","5038179.37","3410741.25","140268671.97"
"603297","永新光学","2019-12-31","A","","24151022.44","-3410741.25","159703657.30"
"603297","永新光学","2020-12-31","A","","19119888.94","","184007496.45"
"603297","永新光学","2021-12-31","A","","17499956.34","-344272.50","303087631.76"
"603297","永新光学","2022-12-31","A","","26452631.55","10084150.00","308794181.47"
"603298","杭叉集团","2016-12-31","A","","26677270.46","","540404914.77"
"603298","杭叉集团","2017-12-31","A","","53777160.76","","618052453.36"
"603298","杭叉集团","2018-12-31","A","","96598733.16","","715581870.20"
"603298","杭叉集团","2019-12-31","A","","128201497.69","530250.00","817950740.48"
"603298","杭叉集团","2020-12-31","A","","227515677.32","6926527.27","1026090596.19"
"603298","杭叉集团","2021-12-31","A","","216751773.97","-2259141.40","1083674598.77"
"603298","杭叉集团","2022-12-31","A","","102192978.72","-14055828.09","1179567317.80"
"603299","井神股份","2015-12-31","A","0.00","0.00","0.00","58916392.10"
"603299","井神股份","2016-12-31","A","","0.00","","34383704.10"
"603299","井神股份","2017-12-31","A","","3907249.93","","226121906.45"
"603299","井神股份","2018-12-31","A","","1719863.02","","185807120.71"
"603299","苏盐井神","2019-12-31","A","","1099.20","","325817557.40"
"603299","苏盐井神","2020-12-31","A","","4248891.11","","192562932.74"
"603299","苏盐井神","2021-12-31","A","","10878788.80","272738.93","427855232.42"
"603299","苏盐井神","2022-12-31","A","","15471184.34","-1088512.31","1039027402.50"
"603301","振德医疗","2018-12-31","A","","-7536574.96","","153417655.81"
"603301","振德医疗","2019-12-31","A","","-4040030.67","6755107.34","200333183.49"
"603301","振德医疗","2020-12-31","A","","14398909.71","-2835135.76","3537010992.22"
"603301","振德医疗","2021-12-31","A","","36735507.61","-2704389.69","821972885.54"
"603301","振德医疗","2022-12-31","A","","-59842333.15","-11220407.50","812809927.03"
"603303","得邦照明","2017-12-31","A","","23846024.99","","190482718.15"
"603303","得邦照明","2018-12-31","A","","32080852.53","","241142497.47"
"603303","得邦照明","2019-12-31","A","","35687251.49","3864360.00","304881595.62"
"603303","得邦照明","2020-12-31","A","","24921427.62","9792830.00","319902245.93"
"603303","得邦照明","2021-12-31","A","","56202112.01","-4655621.49","295183988.03"
"603303","得邦照明","2022-12-31","A","","4986705.14","-13004132.51","313765811.03"
"603303","得邦照明","2023-12-31","A","","10381808.72","4002564.00","366344015.53"
"603305","旭升股份","2017-12-31","A","","2810443.90","","257914686.32"
"603305","旭升股份","2018-12-31","A","","3451503.00","495838.36","342101872.62"
"603305","旭升股份","2019-12-31","A","","4318343.09","","240740052.76"
"603305","旭升股份","2020-12-31","A","","8944545.33","8361657.53","387502802.51"
"603305","旭升股份","2021-12-31","A","","12808691.85","2651808.22","466760734.32"
"603305","旭升集团","2022-12-31","A","","31464913.93","-7545355.22","784378463.41"
"603306","华懋科技","2014-12-31","A","0.00","0.00","0.00","135772511.58"
"603306","华懋科技","2015-12-31","A","0.00","2392630.15","0.00","199910875.98"
"603306","华懋科技","2016-12-31","A","","4428901.62","","306877041.50"
"603306","华懋科技","2017-12-31","A","","3317898.66","","320820604.91"
"603306","华懋科技","2018-12-31","A","","26488381.66","","322285705.70"
"603306","华懋科技","2019-12-31","A","","35362358.80","74426.93","277423208.61"
"603306","华懋科技","2020-12-31","A","","21480493.42","-3410502.07","232269176.97"
"603306","华懋科技","2021-12-31","A","","7697331.93","2632274.26","201356093.61"
"603306","华懋科技","2022-12-31","A","","-31626987.46","1591891.50","230794620.83"
"603307","扬州金泉","2022-12-31","A","","759906.46","","275535260.61"
"603308","应流股份","2014-12-31","A","0.00","2335293.95","0.00","116185112.69"
"603308","应流股份","2015-12-31","A","0.00","2380203.45","0.00","72204146.45"
"603308","应流股份","2016-12-31","A","","2380203.50","","44527176.49"
"603308","应流股份","2017-12-31","A","","1239708.38","","59698199.29"
"603308","应流股份","2018-12-31","A","","374245.83","","82450352.05"
"603308","应流股份","2019-12-31","A","","922141.70","","116460671.16"
"603308","应流股份","2020-12-31","A","","1885187.34","","175137751.84"
"603308","应流股份","2021-12-31","A","","-9312494.87","","200082896.96"
"603308","应流股份","2022-12-31","A","","-1887699.43","","393028298.04"
"603309","维力医疗","2015-12-31","A","0.00","10599704.47","688436.00","97370273.23"
"603309","维力医疗","2016-12-31","A","","10294752.97","","85252465.55"
"603309","维力医疗","2017-12-31","A","","7428617.42","","72338444.50"
"603309","维力医疗","2018-12-31","A","","2704584.45","","69627986.64"
"603309","维力医疗","2019-12-31","A","","12277609.47","","146850063.64"
"603309","维力医疗","2020-12-31","A","","-1791694.73","","198267194.91"
"603309","维力医疗","2021-12-31","A","","-1015610.57","186061.96","142719117.37"
"603309","维力医疗","2022-12-31","A","","4056076.05","1937043.83","206653306.69"
"603311","金海环境","2015-12-31","A","0.00","2691744.26","0.00","62851914.21"
"603311","金海环境","2016-12-31","A","","3421489.34","","82787998.35"
"603311","金海环境","2017-12-31","A","","8986210.05","","92620622.93"
"603311","金海环境","2018-12-31","A","","5588403.56","","77734198.34"
"603311","金海环境","2019-12-31","A","","5437439.80","","94216739.05"
"603311","金海高科","2020-12-31","A","","2089090.12","","116785708.59"
"603311","金海高科","2021-12-31","A","","1210383.56","-23899.64","85479896.09"
"603311","金海高科","2022-12-31","A","","26041992.35","-5548164.41","91407554.87"
"603313","恒康家居","2016-12-31","A","","-8349524.70","4572158.11","225779566.94"
"603313","梦百合","2017-12-31","A","","5839340.40","1331400.00","183894810.02"
"603313","梦百合","2018-12-31","A","","-32489069.17","-28361207.94","241753145.01"
"603313","梦百合","2019-12-31","A","","-23162104.59","15229427.85","495998985.24"
"603313","梦百合","2020-12-31","A","","7524487.21","25600016.04","515276813.24"
"603313","梦百合","2021-12-31","A","","18348658.32","4518773.79","-207821146.46"
"603313","梦百合","2022-12-31","A","","49576000.20","-28996582.28","96819661.83"
"603315","福鞍股份","2015-12-31","A","0.00","0.00","0.00","55681313.09"
"603315","福鞍股份","2016-12-31","A","","0.00","","35765032.99"
"603315","福鞍股份","2017-12-31","A","","","","8679170.46"
"603315","福鞍股份","2018-12-31","A","","","","8691843.95"
"603315","福鞍股份","2019-12-31","A","","23.01","","119598957.10"
"603315","福鞍股份","2020-12-31","A","","2.38","","110668102.04"
"603315","福鞍股份","2021-12-31","A","","-2974635.83","","81168157.08"
"603315","福鞍股份","2022-12-31","A","","-20136671.19","74004.50","45073496.94"
"603317","天味食品","2019-12-31","A","","28712297.95","","333719198.48"
"603317","天味食品","2020-12-31","A","","34925395.51","","406926001.61"
"603317","天味食品","2021-12-31","A","","37716264.69","","189048659.22"
"603317","天味食品","2022-12-31","A","","54304318.73","","405819152.23"
"603319","湘油泵","2016-12-31","A","","3039.86","","63072142.32"
"603319","湘油泵","2017-12-31","A","","164633.79","","130109095.43"
"603319","湘油泵","2018-12-31","A","","217733.73","","110779898.45"
"603319","湘油泵","2019-12-31","A","","-3041493.69","","108122755.33"
"603319","湘油泵","2020-12-31","A","","-3516694.04","","191755468.22"
"603319","湘油泵","2021-12-31","A","","-1108724.42","348000.00","213134894.76"
"603319","湘油泵","2022-12-31","A","","-4921758.58","46358.12","180036957.80"
"603320","迪贝电气","2017-12-31","A","","1757799.24","","55261062.15"
"603320","迪贝电气","2018-12-31","A","","4544261.08","-37291.00","50087388.32"
"603320","迪贝电气","2019-12-31","A","","935172.36","22420.00","47380311.82"
"603320","迪贝电气","2020-12-31","A","","2039388.90","540.00","49627909.75"
"603320","迪贝电气","2021-12-31","A","","1639330.66","57160.00","90869303.52"
"603320","迪贝电气","2022-12-31","A","","633242.51","-55460.00","37970290.36"
"603321","梅轮电梯","2017-12-31","A","","6600988.08","","83208715.10"
"603321","梅轮电梯","2018-12-31","A","","26422441.81","","52700687.88"
"603321","梅轮电梯","2019-12-31","A","","16757660.03","","49404713.55"
"603321","梅轮电梯","2020-12-31","A","","23241179.18","1402739.73","54583208.24"
"603321","梅轮电梯","2021-12-31","A","","2871232.27","4756164.38","51761120.59"
"603321","梅轮电梯","2022-12-31","A","","18586019.64","","51304527.81"
"603324","盛剑环境","2021-12-31","A","","2952049.63","728956.94","174847035.70"
"603324","盛剑环境","2022-12-31","A","","2644519.46","","140878645.37"
"603326","我乐家居","2017-12-31","A","","4549646.63","","101461140.43"
"603326","我乐家居","2018-12-31","A","","6339217.81","","121499412.34"
"603326","我乐家居","2019-12-31","A","","5036018.18","","192128892.45"
"603326","我乐家居","2020-12-31","A","","2416591.20","108980.20","269611729.85"
"603326","我乐家居","2021-12-31","A","","3030825.39","-608653.14","-221754124.62"
"603326","我乐家居","2022-12-31","A","","3638729.16","274222.59","172054452.70"
"603327","福蓉科技","2019-12-31","A","","2381488.58","300273.97","305167493.84"
"603327","福蓉科技","2020-12-31","A","","2859550.30","21917.80","368161727.53"
"603327","福蓉科技","2021-12-31","A","","2563639.15","-259364.38","340834195.50"
"603327","福蓉科技","2022-12-31","A","0.00","-265822.59","825984.50","393843217.75"
"603328","依顿电子","2014-12-31","A","0.00","0.00","0.00","474991325.95"
"603328","依顿电子","2015-12-31","A","0.00","6171536.32","0.00","556259656.66"
"603328","依顿电子","2016-12-31","A","","1915017.70","2530498.75","691789484.34"
"603328","依顿电子","2017-12-31","A","","2408026.93","-9059199.37","661861196.47"
"603328","依顿电子","2018-12-31","A","","7458889.23","4917726.12","776114445.45"
"603328","依顿电子","2019-12-31","A","","206168.30","1013184.03","617251040.09"
"603328","依顿电子","2020-12-31","A","","23553.99","-64393.75","266320471.70"
"603328","依顿电子","2021-12-31","A","","-363629.68","-6884259.04","156366578.95"
"603328","依顿电子","2022-12-31","A","","19992303.15","131273.41","306072651.48"
"603330","上海天洋","2016-12-31","A","","126331.31","","59403402.00"
"603330","上海天洋","2017-12-31","A","","1853616.21","","32307221.44"
"603330","上海天洋","2018-12-31","A","","1732674.78","","42446112.40"
"603330","上海天洋","2019-12-31","A","","1623670.65","30905.96","33333077.90"
"603330","上海天洋","2020-12-31","A","","222549.12","1027237.95","68929635.65"
"603330","上海天洋","2021-12-31","A","","815820.49","9493.41","114559733.76"
"603330","天洋新材","2022-12-31","A","","976778.82","-345775.90","-80635088.58"
"603331","百达精工","2017-12-31","A","","422836.57","","74271006.51"
"603331","百达精工","2018-12-31","A","","3942935.65","643127.60","87383500.53"
"603331","百达精工","2019-12-31","A","","116724.93","-438747.60","89503126.58"
"603331","百达精工","2020-12-31","A","","-1867147.61","-437195.00","99601527.38"
"603331","百达精工","2021-12-31","A","","654286.59","1671813.00","106125037.06"
"603331","百达精工","2022-12-31","A","","-2385586.76","-1438998.00","79481247.05"
"603332","苏州龙杰","2018-12-31","A","","3615315.07","","175031699.71"
"603332","苏州龙杰","2019-12-31","A","","11310265.28","","185297311.75"
"603332","苏州龙杰","2020-12-31","A","","14363846.44","","25123319.42"
"603332","苏州龙杰","2021-12-31","A","","21050464.82","","37333154.88"
"603332","苏州龙杰","2022-12-31","A","","16562007.43","1698082.19","-66684501.59"
"603333","明星电缆","2014-12-31","A","0.00","1581624.96","0.00","-67625942.64"
"603333","明星电缆","2015-12-31","A","0.00","5242464.39","0.00","-17151192.85"
"603333","明星电缆","2016-12-31","A","","2076474.75","","-85747366.05"
"603333","明星电缆","2017-12-31","A","","812316.52","","19696433.71"
"603333","尚纬股份","2018-12-31","A","","1563902.31","","57616483.49"
"603333","尚纬股份","2019-12-31","A","","-3489999.74","","104643566.38"
"603333","尚纬股份","2020-12-31","A","","-28858578.03","","20758779.48"
"603333","尚纬股份","2021-12-31","A","","-2503363.01","","-32297424.82"
"603333","尚纬股份","2022-12-31","A","","-8725845.48","45313.52","19694512.00"
"603335","迪生力","2017-12-31","A","","722195.44","","44756551.05"
"603335","迪生力","2018-12-31","A","","1312917.36","","18680645.05"
"603335","迪生力","2019-12-31","A","","-1529411.86","-621300.00","19936389.33"
"603335","迪生力","2020-12-31","A","","29165541.75","499250.00","98666147.89"
"603335","迪生力","2021-12-31","A","","-444017.02","","97820806.91"
"603335","迪生力","2022-12-31","A","","-14475618.41","","-35310457.66"
"603336","宏辉果蔬","2016-12-31","A","","74706.86","","59152571.43"
"603336","宏辉果蔬","2017-12-31","A","","4966469.15","","63241235.69"
"603336","宏辉果蔬","2018-12-31","A","","3536022.14","","65401003.27"
"603336","宏辉果蔬","2019-12-31","A","","318944.20","2998286.55","80357715.18"
"603336","宏辉果蔬","2020-12-31","A","","2621462.16","1252242.02","73301675.45"
"603336","宏辉果蔬","2021-12-31","A","","68404.37","1977141.30","46935070.29"
"603336","宏辉果蔬","2022-12-31","A","","229456.18","3485953.31","47356315.74"
"603337","杰克股份","2016-12-31","A","","1240615.73","-307988.07","226575547.28"
"603337","杰克股份","2017-12-31","A","","22963799.14","-414064.00","383389710.84"
"603337","杰克股份","2018-12-31","A","","55818151.12","-55262350.00","514840684.94"
"603337","杰克股份","2019-12-31","A","","26936814.52","-33784484.39","356616587.87"
"603337","杰克股份","2020-12-31","A","","9550881.40","102437284.53","354734524.05"
"603337","杰克股份","2021-12-31","A","","25214327.21","-16955775.77","496833357.98"
"603337","杰克股份","2022-12-31","A","","1125461.10","9767498.19","528914385.51"
"603338","浙江鼎力","2015-12-31","A","0.00","5833314.49","0.00","132516023.86"
"603338","浙江鼎力","2016-12-31","A","0.00","6916147.71","0.00","194741098.63"
"603338","浙江鼎力","2017-12-31","A","","5942728.54","535709.71","333219757.38"
"603338","浙江鼎力","2018-12-31","A","","37840061.44","-535709.71","565364254.40"
"603338","浙江鼎力","2019-12-31","A","","48347899.39","","804716348.17"
"603338","浙江鼎力","2020-12-31","A","","36713639.16","","775879260.56"
"603338","浙江鼎力","2021-12-31","A","","14648859.63","","1021837247.59"
"603338","浙江鼎力","2022-12-31","A","","49089727.19","-25067777.66","1459966186.77"
"603339","四方冷链","2016-12-31","A","","0.00","","139851621.39"
"603339","四方冷链","2017-12-31","A","","3047367.12","","198784867.61"
"603339","四方科技","2018-12-31","A","","-7090058.91","-6049569.00","215658901.68"
"603339","四方科技","2019-12-31","A","","-12558289.50","5001340.19","145246431.89"
"603339","四方科技","2020-12-31","A","","-894900.00","1734835.62","118715780.37"
"603339","四方科技","2021-12-31","A","","11687102.12","6092110.66","191765449.37"
"603339","四方科技","2022-12-31","A","","6778921.10","-6778717.47","342082940.87"
"603345","安井食品","2016-12-31","A","","0.00","","210460667.26"
"603345","安井食品","2017-12-31","A","","6854032.18","","251924110.15"
"603345","安井食品","2018-12-31","A","","14316513.10","","335326519.35"
"603345","安井食品","2019-12-31","A","","11951431.17","4954026.74","468050687.76"
"603345","安井食品","2020-12-31","A","","17563958.75","2519087.91","774783423.98"
"603345","安井食品","2021-12-31","A","","98507891.43","123381.22","860391914.73"
"603345","安井食品","2022-12-31","A","","7733661.51","2324841.28","1340104926.23"
"603348","文灿股份","2018-12-31","A","","","","141326865.21"
"603348","文灿股份","2019-12-31","A","","4089095.29","","77375092.28"
"603348","文灿股份","2020-12-31","A","","6706742.47","","132709524.52"
"603348","文灿股份","2021-12-31","A","","","","113286811.56"
"603348","文灿股份","2022-12-31","A","","","","314249075.53"
"603351","威尔药业","2018-12-31","A","","","","127640570.33"
"603351","威尔药业","2019-12-31","A","","4950338.91","313638.30","157162224.61"
"603351","威尔药业","2020-12-31","A","","7728636.90","4244690.50","118912955.69"
"603351","威尔药业","2021-12-31","A","","543768.72","1702814.93","119756734.47"
"603351","威尔药业","2022-12-31","A","","-166785.86","52279.40","113229667.49"
"603355","莱克电气","2015-12-31","A","0.00","8408893.77","0.00","404280593.82"
"603355","莱克电气","2016-12-31","A","","26957997.02","-109644.16","574793291.44"
"603355","莱克电气","2017-12-31","A","","14306074.25","109524.54","407086527.39"
"603355","莱克电气","2018-12-31","A","","-48457037.65","","452107522.66"
"603355","莱克电气","2019-12-31","A","","-125001.48","8603055.57","564934071.29"
"603355","莱克电气","2020-12-31","A","","-2272905.03","47904888.88","592090863.54"
"603355","莱克电气","2021-12-31","A","","","8831805.43","499486304.81"
"603355","莱克电气","2022-12-31","A","","","744444.44","1067200716.76"
"603356","华菱精工","2017-12-31","A","","3881.68","","70096967.53"
"603356","华菱精工","2018-12-31","A","","4164096.48","","68302385.53"
"603356","华菱精工","2019-12-31","A","","4231639.33","","85090109.23"
"603356","华菱精工","2020-12-31","A","","1019408.42","","103458666.38"
"603356","华菱精工","2021-12-31","A","","1145808.31","","-670547.25"
"603356","华菱精工","2022-12-31","A","","-434314.23","","-8303988.28"
"603358","华达科技","2016-12-31","A","","220000.00","","337601276.37"
"603358","华达科技","2017-12-31","A","","18477426.56","","266173163.73"
"603358","华达科技","2018-12-31","A","","9087085.93","","238481610.38"
"603358","华达科技","2019-12-31","A","","14444678.27","","196953601.99"
"603358","华达科技","2020-12-31","A","","17357567.41","-1152.90","280844515.30"
"603358","华达科技","2021-12-31","A","","57791095.17","-697520.57","416902687.80"
"603358","华达科技","2022-12-31","A","","42466250.26","-198669.73","308307981.92"
"603360","百傲化学","2016-12-31","A","","0.00","","108336658.08"
"603360","百傲化学","2017-12-31","A","","2841612.82","","126462584.77"
"603360","百傲化学","2018-12-31","A","","3343981.90","","172118371.18"
"603360","百傲化学","2019-12-31","A","","3366077.47","1613061.39","367543624.94"
"603360","百傲化学","2020-12-31","A","","","1034656.76","260716402.81"
"603360","百傲化学","2021-12-31","A","","-42845.41","628321.61","302722023.31"
"603360","百傲化学","2022-12-31","A","","-7566118.83","","461629135.94"
"603363","傲农生物","2017-12-31","A","","2300862.46","","148918291.17"
"603363","傲农生物","2018-12-31","A","","1701707.31","","21589504.85"
"603363","傲农生物","2019-12-31","A","","-6942108.78","","78067481.40"
"603363","傲农生物","2020-12-31","A","","5889658.56","-23685443.99","965621683.91"
"603363","傲农生物","2021-12-31","A","","-28477380.25","-31495752.90","-1806657226.93"
"603363","傲农生物","2022-12-31","A","","-14440449.26","-105324370.85","-1311397760.72"
"603365","水星家纺","2017-12-31","A","","534542.64","","295234103.11"
"603365","水星家纺","2018-12-31","A","","15655491.02","","328148612.39"
"603365","水星家纺","2019-12-31","A","","16931165.15","-485046.02","349554283.39"
"603365","水星家纺","2020-12-31","A","","1727151.30","9506806.46","293399761.58"
"603365","水星家纺","2021-12-31","A","","806241.44","5705310.62","457103325.87"
"603365","水星家纺","2022-12-31","A","","972119.55","8619692.62","295702073.73"
"603366","日出东方","2014-12-31","A","0.00","89071374.25","0.00","271798458.62"
"603366","日出东方","2015-12-31","A","0.00","98016324.19","0.00","290094726.59"
"603366","日出东方","2016-12-31","A","","122233676.42","","285514342.49"
"603366","日出东方","2017-12-31","A","","98600854.99","","85587021.72"
"603366","日出东方","2018-12-31","A","","41618399.85","","-516765005.66"
"603366","日出东方","2019-12-31","A","","66574832.42","-5553458.76","96861687.70"
"603366","日出东方","2020-12-31","A","","140635706.70","-6146941.89","210683914.09"
"603366","日出东方","2021-12-31","A","","172552963.92","24332.72","225368879.96"
"603366","日出东方","2022-12-31","A","","247490712.70","2644716.89","284190040.37"
"603367","辰欣药业","2017-12-31","A","","6873123.66","","416206161.74"
"603367","辰欣药业","2018-12-31","A","","47344206.61","-5669331.73","565610613.98"
"603367","辰欣药业","2019-12-31","A","","52206374.75","23260870.75","582714338.41"
"603367","辰欣药业","2020-12-31","A","","73374405.43","23032461.10","484672924.35"
"603367","辰欣药业","2021-12-31","A","","72513162.63","-6090052.09","334421182.65"
"603367","辰欣药业","2022-12-31","A","","18679565.94","-3119558.96","364582560.41"
"603369","今世缘","2014-12-31","A","0.00","725744.02","201677.96","848313737.93"
"603369","今世缘","2015-12-31","A","0.00","63934350.85","-201677.96","897032944.57"
"603369","今世缘","2016-12-31","A","","70684646.69","","994928331.81"
"603369","今世缘","2017-12-31","A","5285201.92","100973958.56","2043463.55","1208037216.57"
"603369","今世缘","2018-12-31","A","4883524.15","173975530.25","8781790.07","1516046237.31"
"603369","今世缘","2019-12-31","A","3733481.06","173161841.58","144352921.58","1951439863.32"
"603369","今世缘","2020-12-31","A","2223566.63","296694253.74","147331308.74","2092469068.50"
"603369","今世缘","2021-12-31","A","2956027.33","121272444.02","97620302.99","2712303225.70"
"603369","今世缘","2022-12-31","A","3408099.60","122193956.21","83998092.38","3341393825.53"
"603378","亚士创能","2017-12-31","A","","7303.50","","125464366.14"
"603378","亚士创能","2018-12-31","A","","10196707.83","","79602645.20"
"603378","亚士创能","2019-12-31","A","","10416362.47","","126862423.78"
"603378","亚士创能","2020-12-31","A","","6871231.45","","347684228.37"
"603378","亚士创能","2021-12-31","A","","1065554.47","18073555.02","-699010040.41"
"603378","亚士创能","2022-12-31","A","","3376224.22","14299090.33","107093092.27"
"603379","三美股份","2019-12-31","A","","34565972.62","9765871.25","822406201.14"
"603379","三美股份","2020-12-31","A","","28237060.49","26636696.12","284780279.78"
"603379","三美股份","2021-12-31","A","","-1022040.04","58456121.19","712816720.47"
"603379","三美股份","2022-12-31","A","","-1578529.08","14023276.61","647474002.62"
"603380","易德龙","2017-12-31","A","","5327224.64","","109760107.72"
"603380","易德龙","2018-12-31","A","","12069491.49","","112574789.38"
"603380","易德龙","2019-12-31","A","","12634553.49","","146390955.95"
"603380","易德龙","2020-12-31","A","","11238126.48","","191550012.64"
"603380","易德龙","2021-12-31","A","","7552499.37","382922.23","262527106.30"
"603380","易德龙","2022-12-31","A","","5014978.87","","201217130.51"
"603385","惠达卫浴","2017-12-31","A","","69299263.80","","293559993.46"
"603385","惠达卫浴","2018-12-31","A","","72205715.36","","291870875.06"
"603385","惠达卫浴","2019-12-31","A","","57611064.17","","419840613.94"
"603385","惠达卫浴","2020-12-31","A","","22510547.51","12677868.70","368646688.31"
"603385","惠达卫浴","2021-12-31","A","","53744724.10","-10683696.18","357073694.44"
"603385","惠达卫浴","2022-12-31","A","","-5654697.57","-14886769.37","147051663.97"
"603386","广东骏亚","2017-12-31","A","","-163298.34","160485.23","72355826.10"
"603386","广东骏亚","2018-12-31","A","","2857334.30","","71218916.52"
"603386","广东骏亚","2019-12-31","A","","170754.57","","30321246.03"
"603386","广东骏亚","2020-12-31","A","","454149.25","","129073583.17"
"603386","广东骏亚","2021-12-31","A","","","-546540.00","224659010.12"
"603386","骏亚科技","2022-12-31","A","","-109530.86","-7952899.83","152059405.84"
"603387","基蛋生物","2017-12-31","A","","8248924.07","","223095833.93"
"603387","基蛋生物","2018-12-31","A","","30279926.48","","282792398.04"
"603387","基蛋生物","2019-12-31","A","","24093817.06","4329532.92","398913235.20"
"603387","基蛋生物","2020-12-31","A","","18132697.29","24407025.10","377996576.82"
"603387","基蛋生物","2021-12-31","A","","27855772.41","-4294875.75","452788257.90"
"603387","基蛋生物","2022-12-31","A","","16056522.12","18458720.91","563255534.44"
"603389","亚振家居","2016-12-31","A","","0.00","","81902603.93"
"603389","亚振家居","2017-12-31","A","","3263550.01","","71041837.41"
"603389","亚振家居","2018-12-31","A","","5230514.33","","-93167894.99"
"603389","亚振家居","2019-12-31","A","","7106955.03","","-133493515.17"
"603389","*ST 亚振","2020-12-31","A","","-950642.73","","20247892.77"
"603389","亚振家居","2021-12-31","A","","11078030.17","","-72761091.30"
"603389","亚振家居","2022-12-31","A","","-2679369.86","","-104787684.74"
"603390","通达电气","2019-12-31","A","","11760469.85","-6570904.71","158213715.89"
"603390","通达电气","2020-12-31","A","","19323859.80","8031071.39","29582479.67"
"603390","通达电气","2021-12-31","A","","9608157.28","2002686.61","-27650151.92"
"603390","通达电气","2022-12-31","A","","-9174014.14","-8918158.73","-100633680.47"
"603392","万泰生物","2020-12-31","A","","13605986.89","348596.13","775202854.19"
"603392","万泰生物","2021-12-31","A","","11224950.96","27974.66","2328455800.63"
"603392","万泰生物","2022-12-31","A","","36113117.26","9977407.21","5596038041.58"
"603396","金辰股份","2017-12-31","A","","","","95991324.04"
"603396","金辰股份","2018-12-31","A","","217800.00","","107975791.29"
"603396","金辰股份","2019-12-31","A","","-1043956.14","","83984819.71"
"603396","金辰股份","2020-12-31","A","","958770.86","545547.95","126171630.56"
"603396","金辰股份","2021-12-31","A","","1629639.33","1504068.49","103726682.67"
"603396","金辰股份","2022-12-31","A","","9356899.15","-1199547.94","92118252.74"
"603398","邦宝益智","2015-12-31","A","0.00","0.00","0.00","75340020.02"
"603398","邦宝益智","2016-12-31","A","","4285548.67","","64686782.06"
"603398","邦宝益智","2017-12-31","A","","7961865.00","","68298094.12"
"603398","邦宝益智","2018-12-31","A","","1490013.99","","49277780.42"
"603398","邦宝益智","2019-12-31","A","","","","89312224.40"
"603398","邦宝益智","2020-12-31","A","","","","49941891.92"
"603398","沐邦高科","2021-12-31","A","","712324.03","","-159677317.44"
"603398","沐邦高科","2022-12-31","A","","-373106.00","","-207762135.03"
"603399","新华龙","2014-12-31","A","0.00","0.00","0.00","34821239.87"
"603399","新华龙","2015-12-31","A","0.00","0.00","0.00","-496089227.84"
"603399","新华龙","2016-12-31","A","","85814255.51","","18257783.29"
"603399","新华龙","2017-12-31","A","","59790171.23","","146844595.29"
"603399","吉翔股份","2018-12-31","A","","12216250.00","-2109.45","35051614.96"
"603399","吉翔股份","2019-12-31","A","","19110.38","2109.45","-243662770.57"
"603399","吉翔股份","2020-12-31","A","","6908343.17","","-307089366.10"
"603399","吉翔股份","2021-12-31","A","","","","42200157.48"
"603399","吉翔股份","2022-12-31","A","","37778155.33","","775432260.52"
"603408","建霖家居","2020-12-31","A","","32145127.26","5657997.96","427573246.76"
"603408","建霖家居","2021-12-31","A","","36925813.06","-5269344.76","428233039.78"
