"Stkcd","ShortName","Accper","Typrep","Bbd1102101","B001302000","B001301000","B001300000"
"002172","澳洋科技","2017-12-31","A","","","","137910109.01"
"002172","澳洋健康","2018-12-31","A","","","","-101580159.60"
"002172","澳洋健康","2019-12-31","A","","13266905.53","9355516.07","-568138937.43"
"002172","澳洋健康","2020-12-31","A","","20532630.73","23838754.81","-442966455.05"
"002172","澳洋健康","2021-12-31","A","","-3982210.18","","-1093580408.06"
"002172","澳洋健康","2022-12-31","A","","-15886459.31","","8324806.72"
"002175","广陆数测","2014-12-31","A","0.00","12530162.36","0.00","23759198.22"
"002175","东方网络","2015-12-31","A","0.00","5797679.95","0.00","62532396.52"
"002175","东方网络","2016-12-31","A","","-15125412.38","","64510574.55"
"002175","东方网络","2017-12-31","A","","6175414.61","","-276394844.65"
"002175","东方网络","2018-12-31","A","","-76783173.54","","-964524272.02"
"002175","*ST 东网","2019-12-31","A","","369298284.02","","247001383.05"
"002175","ST 东网","2020-12-31","A","","150660.32","","-1072930342.96"
"002175","*ST 东网","2021-12-31","A","","535329551.69","","413891816.06"
"002175","东方智造","2022-12-31","A","","2394249.43","","113151270.08"
"002176","江特电机","2014-12-31","A","0.00","5950446.76","0.00","45635775.59"
"002176","江特电机","2015-12-31","A","0.00","77508006.46","0.00","15197928.31"
"002176","江特电机","2016-12-31","A","0.00","336480.26","0.00","217504527.13"
"002176","江特电机","2017-12-31","A","","-6530543.64","","298894599.26"
"002176","江特电机","2018-12-31","A","","-6124393.42","-257977.62","-1844144202.66"
"002176","江特电机","2019-12-31","A","","-497530573.66","-151636202.64","-1891084471.56"
"002176","*ST 江特","2020-12-31","A","","41365390.93","-53784.47","-9468647.33"
"002176","江特电机","2021-12-31","A","","-9145330.24","-718624.91","467956903.38"
"002176","江特电机","2022-12-31","A","","3828743.06","619548.58","2761864646.07"
"002177","御银股份","2014-12-31","A","0.00","30189425.82","0.00","144429326.67"
"002177","御银股份","2015-12-31","A","0.00","-1309128.55","0.00","59624023.08"
"002177","御银股份","2016-12-31","A","","4125588.23","","13586542.79"
"002177","御银股份","2017-12-31","A","","32815704.68","23621022.04","34255010.60"
"002177","御银股份","2018-12-31","A","","-20539893.47","-29930969.65","-90312132.77"
"002177","御银股份","2019-12-31","A","","95832141.25","-2398769.98","72518823.55"
"002177","御银股份","2020-12-31","A","","39784411.77","16126297.84","81645726.79"
"002177","御银股份","2021-12-31","A","","-47708021.78","19333521.76","-47607181.66"
"002177","*ST 御银","2022-12-31","A","","118288887.00","-94223811.40","29074671.84"
"002179","中航光电","2014-12-31","A","0.00","16030011.05","0.00","425144422.51"
"002179","中航光电","2015-12-31","A","0.00","21058348.71","0.00","676318218.96"
"002179","中航光电","2016-12-31","A","","28446824.06","","839438094.42"
"002179","中航光电","2017-12-31","A","","34356709.74","","968332825.54"
"002179","中航光电","2018-12-31","A","","31473052.31","","1099773934.94"
"002179","中航光电","2019-12-31","A","","18450036.59","","1244087315.10"
"002179","中航光电","2020-12-31","A","","30242131.20","45911.16","1662239391.77"
"002179","中航光电","2021-12-31","A","","89004754.82","4715462.91","2246130662.88"
"002179","中航光电","2022-12-31","A","","84944445.13","6966639.63","3020581749.47"
"002179","中航光电","2023-12-31","A","","175026655.04","-13632155.88","3686257638.39"
"002180","艾派克","2014-12-31","A","0.00","6737817.81","0.00","220207158.93"
"002180","艾派克","2015-12-31","A","0.00","12606537.67","-31592700.00","314734314.86"
"002180","艾派克","2016-12-31","A","","-2908508.43","-19459568.17","-410981831.04"
"002180","纳思达","2017-12-31","A","","1501278597.48","5950396.99","-2971154024.74"
"002180","纳思达","2018-12-31","A","","70615766.51","-2229892.70","803610149.13"
"002180","纳思达","2019-12-31","A","","12637255.29","5212325.10","1171068061.66"
"002180","纳思达","2020-12-31","A","","5084237.79","23162808.42","-477813741.35"
"002180","纳思达","2021-12-31","A","","100363279.62","198677388.41","2025142516.65"
"002180","纳思达","2022-12-31","A","","-72490786.54","-166828018.44","2406990616.43"
"002182","云海金属","2014-12-31","A","0.00","-692632.87","243773.20","9641474.92"
"002182","云海金属","2015-12-31","A","0.00","-87645.28","0.00","18603907.44"
"002182","云海金属","2016-12-31","A","","-191773.61","","194669705.96"
"002182","云海金属","2017-12-31","A","","1593142.90","-169600.00","165233036.18"
"002182","云海金属","2018-12-31","A","","5952959.07","","410331737.93"
"002182","云海金属","2019-12-31","A","","7929977.48","2820150.00","1039347889.43"
"002182","云海金属","2020-12-31","A","","-1606362.25","-2820150.00","281201879.34"
"002182","云海金属","2021-12-31","A","","-16681269.38","51507.72","587046034.39"
"002182","云海金属","2022-12-31","A","","-18240950.71","1895068.34","784953316.06"
"002184","海得控制","2014-12-31","A","0.00","4093049.10","0.00","51861725.78"
"002184","海得控制","2015-12-31","A","0.00","4309217.96","0.00","71100895.61"
"002184","海得控制","2016-12-31","A","","-1861285.53","","588233.23"
"002184","海得控制","2017-12-31","A","","-6396603.35","","32630511.37"
"002184","海得控制","2018-12-31","A","","-4039.78","","-146996788.02"
"002184","海得控制","2019-12-31","A","","1501276.00","205740.00","97856349.82"
"002184","海得控制","2020-12-31","A","","10817276.79","-205740.00","191615231.62"
"002184","海得控制","2021-12-31","A","","3184891.41","-479592.44","203318562.68"
"002184","海得控制","2022-12-31","A","","47091.96","-29589.65","180321284.06"
"002185","华天科技","2014-12-31","A","0.00","-1540461.43","0.00","282178648.07"
"002185","华天科技","2015-12-31","A","0.00","3856074.11","0.00","249520575.15"
"002185","华天科技","2016-12-31","A","","17923849.00","","416013733.71"
"002185","华天科技","2017-12-31","A","","3608647.85","","629173824.01"
"002185","华天科技","2018-12-31","A","","164380.70","","488964383.85"
"002185","华天科技","2019-12-31","A","","16797192.87","-7175117.44","356399772.80"
"002185","华天科技","2020-12-31","A","","3389509.57","43172741.46","908964389.08"
"002185","华天科技","2021-12-31","A","","26718057.02","-36065792.31","1905439732.69"
"002185","华天科技","2022-12-31","A","","18689535.61","17465513.52","1076897219.75"
"002189","利达光电","2014-12-31","A","0.00","0.00","0.00","10113090.16"
"002189","利达光电","2015-12-31","A","0.00","0.00","0.00","12957887.83"
"002189","利达光电","2016-12-31","A","","0.00","","14042519.55"
"002189","利达光电","2017-12-31","A","","","","21498810.38"
"002189","利达光电","2018-12-31","A","","63082524.11","","177060183.52"
"002189","中光学","2019-12-31","A","","8432910.81","","102106895.23"
"002189","中光学","2020-12-31","A","","3807531.50","","146052255.85"
"002189","中光学","2021-12-31","A","","7666968.74","","167906724.44"
"002189","中光学","2022-12-31","A","","-17078466.48","","-191939812.06"
"002190","成飞集成","2014-12-31","A","0.00","4200810.38","-160740.00","-8599621.37"
"002190","成飞集成","2015-12-31","A","0.00","3226127.30","0.00","121331804.30"
"002190","成飞集成","2016-12-31","A","","342440.96","","172229109.23"
"002190","成飞集成","2017-12-31","A","","-159124.68","","-324639508.74"
"002190","成飞集成","2018-12-31","A","","-1594993.13","","-730615661.45"
"002190","*ST 集成","2019-12-31","A","","776023459.84","","774073868.12"
"002190","成飞集成","2020-12-31","A","","111300932.51","-367710.00","137034479.61"
"002190","成飞集成","2021-12-31","A","","-1373741.34","145782.00","101099296.91"
"002190","成飞集成","2022-12-31","A","","-824303.69","25662.00","106001181.63"
"002191","劲嘉股份","2014-12-31","A","0.00","147203085.35","0.00","669522720.62"
"002191","劲嘉股份","2015-12-31","A","0.00","100207024.52","0.00","861388156.03"
"002191","劲嘉股份","2016-12-31","A","","114066384.12","","697585444.32"
"002191","劲嘉股份","2017-12-31","A","","34856472.95","","788806450.25"
"002191","劲嘉股份","2018-12-31","A","","78515842.58","","953405340.30"
"002191","劲嘉股份","2019-12-31","A","","83025381.06","","1133052447.02"
"002191","劲嘉股份","2020-12-31","A","","96977424.73","","990501711.88"
"002191","劲嘉股份","2021-12-31","A","","307589211.26","6708200.00","1197207052.16"
"002191","劲嘉股份","2022-12-31","A","","60084560.73","-9987292.21","484363044.01"
"002193","山东如意","2014-12-31","A","0.00","248837.60","0.00","-4381546.21"
"002193","山东如意","2015-12-31","A","0.00","4859963.72","0.00","15991313.25"
"002193","山东如意","2016-12-31","A","","196742.06","","13556502.87"
"002193","如意集团","2017-12-31","A","","204344.94","","73593389.32"
"002193","如意集团","2018-12-31","A","","38759176.54","","111619408.84"
"002193","如意集团","2019-12-31","A","","40803326.65","","58750185.20"
"002193","如意集团","2020-12-31","A","","127512.00","","6267308.17"
"002193","如意集团","2021-12-31","A","","-1913092.67","","2295947.34"
"002193","如意集团","2022-12-31","A","","","","-857047598.27"
"002194","武汉凡谷","2014-12-31","A","0.00","0.00","0.00","161717583.52"
"002194","武汉凡谷","2015-12-31","A","0.00","0.00","0.00","86217349.27"
"002194","武汉凡谷","2016-12-31","A","","0.00","0.00","-167584272.06"
"002194","武汉凡谷","2017-12-31","A","","","","-486485301.27"
"002194","*ST 凡谷","2018-12-31","A","","6458628.89","","190947822.63"
"002194","武汉凡谷","2019-12-31","A","","11369855.31","0.00","268967161.34"
"002194","武汉凡谷","2020-12-31","A","","2122227.23","","206493833.61"
"002194","武汉凡谷","2021-12-31","A","","-3425969.10","","241386247.09"
"002194","武汉凡谷","2022-12-31","A","","-2323143.07","","275639250.32"
"002196","方正电机","2014-12-31","A","0.00","5575328.63","0.00","4626557.81"
"002196","方正电机","2015-12-31","A","0.00","6692894.67","0.00","60476877.19"
"002196","方正电机","2016-12-31","A","","2496092.43","16738382.02","126857148.14"
"002196","方正电机","2017-12-31","A","","1629380.05","60005692.70","154629400.52"
"002196","方正电机","2018-12-31","A","","56352218.49","-61462903.72","-493624792.44"
"002196","方正电机","2019-12-31","A","","699853.25","581200.17","17926538.01"
"002196","方正电机","2020-12-31","A","","5971186.78","3822866.23","-654269544.63"
"002196","方正电机","2021-12-31","A","","8705428.09","5516437.87","-3144052.60"
"002196","方正电机","2022-12-31","A","","10111461.12","682949.72","-239345912.70"
"002198","嘉应制药","2014-12-31","A","0.00","309613.41","0.00","76180673.41"
"002198","嘉应制药","2015-12-31","A","0.00","2069670.64","0.00","74447822.12"
"002198","嘉应制药","2016-12-31","A","","2190426.91","","66686028.32"
"002198","嘉应制药","2017-12-31","A","","543293.57","","-206909133.87"
"002198","嘉应制药","2018-12-31","A","","1522919.50","","41838748.70"
"002198","嘉应制药","2019-12-31","A","","-945569.79","","-114148416.00"
"002198","嘉应制药","2020-12-31","A","","-3635431.11","","24052977.07"
"002198","嘉应制药","2021-12-31","A","","1121824.96","","5378019.25"
"002198","嘉应制药","2022-12-31","A","","405321.53","260821.92","53884343.16"
"002199","东晶电子","2014-12-31","A","0.00","4304421.81","137655.81","-169870583.43"
"002199","东晶电子","2015-12-31","A","0.00","14952749.27","0.00","-315650015.89"
"002199","*ST 东晶","2016-12-31","A","0.00","121427846.83","0.00","-9720280.73"
"002199","东晶电子","2017-12-31","A","","1052342.09","","256599.15"
"002199","东晶电子","2018-12-31","A","","-18114.57","-301768.70","-75488684.24"
"002199","东晶电子","2019-12-31","A","","-249573.21","301768.70","17115859.00"
"002199","东晶电子","2020-12-31","A","","324542.18","","7408132.54"
"002199","东晶电子","2021-12-31","A","","967914.61","","30804632.32"
"002199","东晶电子","2022-12-31","A","","","","-69376376.41"
"002201","九鼎新材","2014-12-31","A","0.00","6099513.82","0.00","4852320.00"
"002201","九鼎新材","2015-12-31","A","0.00","5292253.82","0.00","8119855.85"
"002201","九鼎新材","2016-12-31","A","","2850588.40","","-3154141.68"
"002201","九鼎新材","2017-12-31","A","","4443172.94","","-8544996.85"
"002201","九鼎新材","2018-12-31","A","","4649113.98","","14532299.97"
"002201","九鼎新材","2019-12-31","A","","14557743.68","3931200.00","32552050.38"
"002201","九鼎新材","2020-12-31","A","","4718530.11","-1211600.00","36671665.54"
"002201","正威新材","2021-12-31","A","","3642471.69","-2718958.90","41096713.01"
"002201","正威新材","2022-12-31","A","","3661828.14","-3436541.10","39446545.08"
"002202","金风科技","2014-12-31","A","0.00","559797922.60","1469351.96","2052318618.12"
"002202","金风科技","2015-12-31","A","0.00","362327454.15","-22464733.23","3050883171.45"
"002202","金风科技","2016-12-31","A","0.00","621855914.93","23623859.53","3291078251.45"
"002202","金风科技","2017-12-31","A","","1212909358.11","-15668861.73","3508680894.94"
"002202","金风科技","2018-12-31","A","","1346441773.62","204067427.52","3718423651.65"
"002202","金风科技","2019-12-31","A","","1339543066.87","174778097.51","2571403562.11"
"002202","金风科技","2020-12-31","A","","1685218882.70","9463429.74","3275417792.00"
"002202","金风科技","2021-12-31","A","","1983470843.74","66412351.96","4331988471.81"
"002202","金风科技","2022-12-31","A","","2368175752.66","-117388005.14","2775340533.90"
"002203","海亮股份","2014-12-31","A","0.00","209396235.95","0.00","484381271.23"
"002203","海亮股份","2015-12-31","A","25352104.30","265416980.63","19674810.87","457082339.97"
"002203","海亮股份","2016-12-31","A","82512658.38","199654812.92","-22077782.90","642658755.04"
"002203","海亮股份","2017-12-31","A","97127473.98","132066799.17","-41377112.75","750538074.44"
"002203","海亮股份","2018-12-31","A","101715299.76","14151335.10","141014669.38","1019804047.54"
"002203","海亮股份","2019-12-31","A","106116919.40","122742312.10","-83147144.96","1151658886.02"
"002203","海亮股份","2020-12-31","A","110431354.22","115623628.25","42176176.86","891737208.65"
"002203","海亮股份","2021-12-31","A","128707734.16","180827584.00","48082925.57","1433044369.11"
"002203","海亮股份","2022-12-31","A","135110921.07","86636948.76","-157275355.02","1503752082.77"
"002204","大连重工","2014-12-31","A","0.00","2515664.54","0.00","41341992.93"
"002204","大连重工","2015-12-31","A","0.00","31700819.22","0.00","-109606403.11"
"002204","大连重工","2016-12-31","A","","-2294613.10","","-91656509.34"
"002204","大连重工","2017-12-31","A","","28016697.47","","128263730.41"
"002204","大连重工","2018-12-31","A","","-3551453.40","","2692371.10"
"002204","大连重工","2019-12-31","A","","-9331250.82","-330285.27","93878028.63"
"002204","大连重工","2020-12-31","A","","2773173.20","-1357839.32","157625967.58"
"002204","大连重工","2021-12-31","A","","4106182.27","2484672.09","205028783.43"
"002204","大连重工","2022-12-31","A","","2245600.75","-1951305.36","255489256.74"
"002205","国统股份","2014-12-31","A","0.00","0.00","0.00","77418418.97"
"002205","国统股份","2015-12-31","A","0.00","0.00","0.00","-63835855.43"
"002205","国统股份","2016-12-31","A","","0.00","","11590617.26"
"002205","国统股份","2017-12-31","A","","","","33270052.62"
"002205","国统股份","2018-12-31","A","","","","9785337.66"
"002205","国统股份","2019-12-31","A","","-1478830.45","","-9987165.66"
"002205","国统股份","2020-12-31","A","","-2376871.80","","25732193.10"
"002205","国统股份","2021-12-31","A","","-2973762.84","","23424213.54"
"002205","国统股份","2022-12-31","A","","54761093.74","","-87389868.57"
"002206","海利得","2014-12-31","A","0.00","12817062.76","-2827818.97","169567735.35"
"002206","海利得","2015-12-31","A","0.00","2020969.89","3981810.00","214379737.64"
"002206","海利得","2016-12-31","A","","9606280.68","6908948.85","294894850.73"
"002206","海利得","2017-12-31","A","","4010033.79","-6799768.85","364205184.29"
"002206","海利得","2018-12-31","A","","1939488.97","-1213500.00","412942390.49"
"002206","海利得","2019-12-31","A","0.00","-1038542.59","226000.00","384568984.42"
"002206","海利得","2020-12-31","A","","-17820153.57","3619000.00","299276627.93"
"002206","海利得","2021-12-31","A","","15256130.00","82000.00","643185390.59"
"002206","海利得","2022-12-31","A","","1040451.00","974066.79","384800836.77"
"002209","达意隆","2014-12-31","A","0.00","-13509659.01","0.00","10225804.75"
"002209","达意隆","2015-12-31","A","0.00","35027159.55","0.00","429852.88"
"002209","达意隆","2016-12-31","A","","-6695122.65","","-66321793.90"
"002209","达意隆","2017-12-31","A","","11643190.28","","15737008.46"
"002209","达意隆","2018-12-31","A","","172882.37","","7584125.81"
"002209","达意隆","2019-12-31","A","","-214635.88","","-40259135.41"
"002209","达意隆","2020-12-31","A","","","","17929078.42"
"002209","达意隆","2021-12-31","A","","","","-62566591.21"
"002209","达意隆","2022-12-31","A","","-13458.72","47693.65","20908044.22"
"002211","宏达新材","2014-12-31","A","0.00","-751515.25","0.00","-28437015.81"
"002211","宏达新材","2015-12-31","A","0.00","-1536023.47","0.00","-65179637.70"
"002211","宏达新材","2016-12-31","A","","17732480.63","","4715664.07"
"002211","宏达新材","2017-12-31","A","","15449583.89","","24362820.13"
"002211","宏达新材","2018-12-31","A","","23461609.99","","12444854.25"
"002211","宏达新材","2019-12-31","A","","-49551799.38","","-91842060.20"
"002211","宏达新材","2020-12-31","A","","4418481.44","","-101902841.82"
"002211","宏达新材","2021-12-31","A","","429402.71","","-108341038.51"
"002211","ST 宏达","2022-12-31","A","","0.00","90000000.00","44025587.33"
"002213","特尔佳","2014-12-31","A","0.00","76520.55","0.00","14032631.79"
"002213","特尔佳","2015-12-31","A","0.00","5480100.00","0.00","12433790.27"
"002213","特尔佳","2016-12-31","A","","0.00","","7960238.06"
"002213","特尔佳","2017-12-31","A","","589090.21","","9383424.82"
"002213","特尔佳","2018-12-31","A","","4872327.02","","688735.96"
"002213","特尔佳","2019-12-31","A","","4211922.36","","2451735.46"
"002213","大为股份","2020-12-31","A","","1676422.66","","12983397.75"
"002213","大为股份","2021-12-31","A","","1264514.33","6693316.20","24875307.07"
"002213","大为股份","2022-12-31","A","","-1897839.86","557131.90","25730340.71"
"002214","大立科技","2014-12-31","A","0.00","5636832.26","1524931.51","30776836.23"
"002214","大立科技","2015-12-31","A","0.00","9025781.08","-1513589.04","2851376.71"
"002214","大立科技","2016-12-31","A","","1754776.57","-11342.47","-26539453.91"
"002214","大立科技","2017-12-31","A","","372194.20","239342.47","33298689.49"
"002214","大立科技","2018-12-31","A","","3394301.37","-239342.47","60267078.31"
"002214","大立科技","2019-12-31","A","","414493.15","","150789394.46"
"002214","大立科技","2020-12-31","A","","","","453182618.79"
"002214","大立科技","2021-12-31","A","","638794.52","-544094.06","177227946.04"
"002214","大立科技","2022-12-31","A","","-2577048.30","","-205346358.53"
"002215","诺普信","2014-12-31","A","0.00","-37782665.89","0.00","217074758.31"
"002215","诺普信","2015-12-31","A","0.00","46688094.33","0.00","252216380.00"
"002215","诺普信","2016-12-31","A","","113128131.93","","-301372520.75"
"002215","诺普信","2017-12-31","A","","115087840.81","","351063951.48"
"002215","诺普信","2018-12-31","A","","85821933.06","","385754135.53"
"002215","诺普信","2019-12-31","A","","51404257.50","","255850522.96"
"002215","诺普信","2020-12-31","A","","25026771.38","","184991739.24"
"002215","诺普信","2021-12-31","A","","34928035.83","","325385529.58"
"002215","诺普信","2022-12-31","A","","65846221.87","","325126609.01"
"002216","三全食品","2014-12-31","A","0.00","3782181.94","0.00","-9792177.45"
"002216","三全食品","2015-12-31","A","0.00","40478536.66","1184000.00","-54637532.28"
"002216","三全食品","2016-12-31","A","","4063677.16","-1184000.00","6758934.85"
"002216","三全食品","2017-12-31","A","","5232672.50","","98177915.75"
"002216","三全食品","2018-12-31","A","","8704584.11","","129185556.13"
"002216","三全食品","2019-12-31","A","","1029023.23","","252792114.83"
"002216","三全食品","2020-12-31","A","","123814580.38","-300000.00","962347057.77"
"002216","三全食品","2021-12-31","A","","9064688.96","-219145.84","813705074.62"
"002216","三全食品","2022-12-31","A","","54834829.20","-11915570.22","1020661378.82"
"002217","*ST 合泰","2014-12-31","A","0.00","758347.94","0.00","149001921.59"
"002217","合力泰","2015-12-31","A","0.00","49283956.28","0.00","223582930.91"
"002217","合力泰","2016-12-31","A","","1246093.45","","873113711.17"
"002217","合力泰","2017-12-31","A","","2365748.03","","1254716734.26"
"002217","合力泰","2018-12-31","A","","30029800.11","","1452632084.64"
"002217","合力泰","2019-12-31","A","","246919237.68","-1594372.27","1124066401.86"
"002217","合力泰","2020-12-31","A","","3519473.71","1710399.73","-3659565272.47"
"002217","合力泰","2021-12-31","A","","763280688.90","","33584609.74"
"002217","合力泰","2022-12-31","A","","-47606391.14","","-3960318191.15"
"002218","拓日新能","2014-12-31","A","0.00","0.00","0.00","-28701122.41"
"002218","拓日新能","2015-12-31","A","0.00","0.00","0.00","15434108.17"
"002218","拓日新能","2016-12-31","A","","-43482.03","","107044727.82"
"002218","拓日新能","2017-12-31","A","","1555692.58","","168085382.94"
"002218","拓日新能","2018-12-31","A","","4408672.66","","74776405.47"
"002218","拓日新能","2019-12-31","A","","6816474.80","","69756563.22"
"002218","拓日新能","2020-12-31","A","","7751315.80","","148095993.18"
"002218","拓日新能","2021-12-31","A","","34883178.97","1207150.68","203510220.22"
"002218","拓日新能","2022-12-31","A","","24106714.74","11994.56","133001357.91"
"002220","天宝股份","2014-12-31","A","0.00","0.00","0.00","137030204.60"
"002220","天宝股份","2015-12-31","A","0.00","442346.76","0.00","158409580.73"
"002220","天宝股份","2016-12-31","A","","742112.69","","191031706.28"
"002220","天宝食品","2017-12-31","A","","1091523.00","","136552176.48"
"002220","天宝食品","2018-12-31","A","","1283754.42","","-159933674.37"
"002220","ST 天宝","2019-12-31","A","","892191.28","","-1857210510.23"
"002222","福晶科技","2014-12-31","A","0.00","746656.22","0.00","-10423719.93"
"002222","福晶科技","2015-12-31","A","0.00","-3022501.73","0.00","38341321.15"
"002222","福晶科技","2016-12-31","A","","2780189.80","","81261731.95"
"002222","福晶科技","2017-12-31","A","","5269590.77","","160514758.11"
"002222","福晶科技","2018-12-31","A","","2639778.47","","171991603.60"
"002222","福晶科技","2019-12-31","A","","5838959.91","422861.18","152726815.74"
"002222","福晶科技","2020-12-31","A","","6731347.70","-1369310.36","167373558.92"
"002222","福晶科技","2021-12-31","A","","6409747.21","9144869.59","219147604.21"
"002222","福晶科技","2022-12-31","A","","6469484.76","5641158.88","270130590.15"
"002223","鱼跃医疗","2014-12-31","A","0.00","485017.17","0.00","284865049.12"
"002223","鱼跃医疗","2015-12-31","A","0.00","2291553.14","0.00","375406221.25"
"002223","鱼跃医疗","2016-12-31","A","","22865827.64","","540643079.44"
"002223","鱼跃医疗","2017-12-31","A","","48982459.15","","682977619.46"
"002223","鱼跃医疗","2018-12-31","A","","35643034.58","","776195758.71"
"002223","鱼跃医疗","2019-12-31","A","","23657170.55","","849886433.81"
"002223","鱼跃医疗","2020-12-31","A","","127095792.34","-321988.08","2009669350.89"
"002223","鱼跃医疗","2021-12-31","A","","115831206.61","2165204.34","1688046894.56"
"002223","鱼跃医疗","2022-12-31","A","","129131990.32","2160283.20","1841803568.59"
"002224","三力士","2014-12-31","A","0.00","-2514950.00","950000.00","227952434.75"
"002224","三力士","2015-12-31","A","0.00","-1364847.93","-82400.00","283023598.35"
"002224","三力士","2016-12-31","A","","21675701.33","-2689350.00","263380225.64"
"002224","三力士","2017-12-31","A","","12911508.34","1391750.00","183815570.13"
"002224","三力士","2018-12-31","A","","-22687662.84","1007500.00","101769212.84"
"002224","三力士","2019-12-31","A","","16432165.15","4293297.93","156024544.29"
"002224","三力士","2020-12-31","A","","8573145.42","17863829.15","207697658.32"
"002224","三力士","2021-12-31","A","","4665956.54","-47910489.01","121001645.60"
"002224","三力士","2022-12-31","A","","-2295073.71","-23531248.70","83546594.85"
"002225","濮耐股份","2014-12-31","A","0.00","-60410.86","0.00","189464874.79"
"002225","濮耐股份","2015-12-31","A","0.00","2113778.26","0.00","92971607.30"
"002225","濮耐股份","2016-12-31","A","","-1186576.82","","-178485230.36"
"002225","濮耐股份","2017-12-31","A","","777240.41","","30017908.13"
"002225","濮耐股份","2018-12-31","A","","1553931.88","-2096829.21","282431523.38"
"002225","濮耐股份","2019-12-31","A","","2356908.85","1734578.91","298502982.92"
"002225","濮耐股份","2020-12-31","A","","-42579.39","-446775.37","351305440.17"
"002225","濮耐股份","2021-12-31","A","","1105513.58","108675.09","91668903.36"
"002225","濮耐股份","2022-12-31","A","","10454088.67","","244639755.55"
"002226","江南化工","2014-12-31","A","0.00","14941679.28","0.00","290692902.98"
"002226","江南化工","2015-12-31","A","0.00","19037556.03","0.00","102496937.61"
"002226","江南化工","2016-12-31","A","","12114769.72","","116638894.25"
"002226","江南化工","2017-12-31","A","","33504661.85","","167832598.45"
"002226","江南化工","2018-12-31","A","","9819310.44","","300998267.87"
"002226","江南化工","2019-12-31","A","","28761418.24","46355600.00","613787881.38"
"002226","江南化工","2020-12-31","A","","18395841.21","-1263356.00","655934675.64"
"002226","江南化工","2021-12-31","A","","19339976.34","95266000.00","1441999747.53"
"002226","江南化工","2022-12-31","A","","20987475.97","52189200.00","871851481.63"
"002227","奥特迅","2014-12-31","A","0.00","746465.75","0.00","82396736.69"
"002227","奥特迅","2015-12-31","A","0.00","0.00","0.00","3598329.89"
"002227","奥特迅","2016-12-31","A","","0.00","","1099082.73"
"002227","奥特迅","2017-12-31","A","","","","22059822.32"
"002227","奥特迅","2018-12-31","A","","","","2217620.03"
"002227","奥特迅","2019-12-31","A","","","","10738589.59"
"002227","奥特迅","2020-12-31","A","","","","8260030.38"
"002227","奥特迅","2021-12-31","A","","25095.89","","-32701966.43"
"002227","奥特迅","2022-12-31","A","","4531183.03","","-40054755.00"
"002228","合兴包装","2014-12-31","A","0.00","-1371225.54","0.00","162439915.70"
"002228","合兴包装","2015-12-31","A","0.00","2136067.86","0.00","153571000.57"
"002228","合兴包装","2016-12-31","A","","25559566.41","","145779198.00"
"002228","合兴包装","2017-12-31","A","","4328379.71","","261013054.04"
"002228","合兴包装","2018-12-31","A","","5731111.13","","355504139.78"
"002228","合兴包装","2019-12-31","A","","32076799.17","","363694973.24"
"002228","合兴包装","2020-12-31","A","","-4707662.52","","372430696.36"
"002228","合兴包装","2021-12-31","A","","2859272.83","","234964512.03"
"002228","合兴包装","2022-12-31","A","","4792117.66","","68089813.58"
"002229","鸿博股份","2014-12-31","A","0.00","0.00","0.00","22679509.88"
"002229","鸿博股份","2015-12-31","A","0.00","45520265.00","0.00","8921546.85"
"002229","鸿博股份","2016-12-31","A","","13601970.79","","58721749.90"
"002229","鸿博股份","2017-12-31","A","","21046343.61","","29602901.48"
"002229","鸿博股份","2018-12-31","A","","9547024.37","","14515002.45"
"002229","鸿博股份","2019-12-31","A","","14838295.15","31617901.37","61048899.10"
"002229","鸿博股份","2020-12-31","A","","19083221.25","77213065.52","51142211.98"
"002229","鸿博股份","2021-12-31","A","","15005090.04","7913675.31","22673187.16"
"002229","鸿博股份","2022-12-31","A","","15346776.35","-3353350.84","-44835004.75"
"002231","奥维通信","2014-12-31","A","0.00","-7933.46","0.00","-12625575.32"
"002231","奥维通信","2015-12-31","A","0.00","0.00","0.00","1333538.15"
"002231","奥维通信","2016-12-31","A","","1392.60","","451782.17"
"002231","奥维通信","2017-12-31","A","","1392.60","","9628407.54"
"002231","奥维通信","2018-12-31","A","","5594.79","","-123410352.13"
"002231","奥维通信","2019-12-31","A","","102866013.53","","47213366.80"
"002231","奥维通信","2020-12-31","A","","188252.96","","-155485394.30"
"002231","奥维通信","2021-12-31","A","","204479.08","","11040865.76"
"002231","奥维通信","2022-12-31","A","","","","-53659540.29"
"002233","塔牌集团","2014-12-31","A","0.00","15970449.40","0.00","830155166.83"
"002233","塔牌集团","2015-12-31","A","0.00","39191144.92","4933942.80","503367409.69"
"002233","塔牌集团","2016-12-31","A","0.00","34112678.74","150292.25","600611876.58"
"002233","塔牌集团","2017-12-31","A","","61409750.02","-11890702.06","972852716.56"
"002233","塔牌集团","2018-12-31","A","","114269509.03","36223686.22","2306249902.04"
"002233","塔牌集团","2019-12-31","A","","249604109.84","100497108.40","2340574433.83"
"002233","塔牌集团","2020-12-31","A","","271883709.20","-46513675.93","2401974908.01"
"002233","塔牌集团","2021-12-31","A","","267605357.20","62556169.61","2458030277.32"
"002233","塔牌集团","2022-12-31","A","","193750331.84","-234481644.89","399444768.70"
"002233","塔牌集团","2023-12-31","A","","169311496.98","-30566709.60","969085115.02"
"002236","大华股份","2014-12-31","A","0.00","7557419.64","894483.21","927565196.87"
